Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2004-08-19 00:00:00-04:00,2.4703825130137904,2.570680033299292,2.3705799393721576,2.4787826538085938,897427216,0.0,0.0
2004-08-20 00:00:00-04:00,2.495333425691244,2.694693561666045,2.482734871165855,2.6756718158721924,458857488,0.0,0.0
2004-08-23 00:00:00-04:00,2.735948941257915,2.803390322660547,2.69395273391453,2.702598810195923,366857939,0.0,0.0
2004-08-24 00:00:00-04:00,2.748053589497031,2.756946547425978,2.5585751284706366,2.5906903743743896,306396159,0.0,0.0
2004-08-25 00:00:00-04:00,2.5929135559309917,2.6680139628432276,2.5662334967047835,2.618605613708496,184645512,0.0,0.0
2004-08-26 00:00:00-04:00,2.592666387836651,2.666778082454013,2.585502313323226,2.66579008102417,142572401,0.0,0.0
2004-08-27 00:00:00-04:00,2.670483633172347,2.683330016311062,2.6109474436768685,2.6223111152648926,124826132,0.0,0.0
2004-08-30 00:00:00-04:00,2.6008182278219976,2.60600677195926,2.5200374126434326,2.5200374126434326,104429967,0.0,0.0
2004-08-31 00:00:00-04:00,2.5272020181723276,2.5620339172637734,2.5237433036462984,2.528930902481079,98825037,0.0,0.0
2004-09-01 00:00:00-04:00,2.5370823878987023,2.543752460318091,2.4622298259241604,2.476558208465576,183633734,0.0,0.0
2004-09-02 00:00:00-04:00,2.4503721241268788,2.528930280872043,2.4441958159232247,2.5076847076416016,303810504,0.0,0.0
2004-09-03 00:00:00-04:00,2.4938519818350913,2.5133677308298528,2.4535844178308635,2.4706294536590576,103538639,0.0,0.0
2004-09-07 00:00:00-04:00,2.495333644031416,2.519790818344228,2.46074862715487,2.5094149112701416,117506800,0.0,0.0
2004-09-08 00:00:00-04:00,2.488663214757117,2.545235872566575,2.482734969844772,2.5272018909454346,100186120,0.0,0.0
2004-09-09 00:00:00-04:00,2.532883134605713,2.5373296136772225,2.495086525396675,2.5274486541748047,81620792,0.0,0.0
2004-09-10 00:00:00-04:00,2.509908685077458,2.632439772348342,2.5024974924639594,2.6020541191101074,174804764,0.0,0.0
2004-09-13 00:00:00-04:00,2.6341686476030346,2.678141565976595,2.6299690506286004,2.655661106109619,157628624,0.0,0.0
2004-09-14 00:00:00-04:00,2.654426505331682,2.76682881663688,2.638121406946397,2.754230260848999,217608605,0.0,0.0
2004-09-15 00:00:00-04:00,2.7312555218010237,2.821918244542337,2.722361617692401,2.7668285369873047,215279909,0.0,0.0
2004-09-16 00:00:00-04:00,2.7752276890699226,2.8607028194407573,2.758182654260323,2.815495014190674,186207345,0.0,0.0
2004-09-17 00:00:00-04:00,2.8266116608385956,2.9024529457092285,2.805119201796548,2.9024529457092285,190350817,0.0,0.0
2004-09-20 00:00:00-04:00,2.8891127381553163,3.0039855237018065,2.884666258697818,2.9486489295959473,213585582,0.0,0.0
2004-09-21 00:00:00-04:00,2.959765473217243,2.974834740535155,2.9029468816702297,2.9110989570617676,145262446,0.0,0.0
2004-09-22 00:00:00-04:00,2.900229368286402,2.9563068421495804,2.8856538647629923,2.9244384765625,152344894,0.0,0.0
2004-09-23 00:00:00-04:00,2.9358032554376723,3.0294304552135807,2.8908413895595566,2.9847166538238525,171524515,0.0,0.0
2004-09-24 00:00:00-04:00,2.9876801404421993,3.0657443074915705,2.9585305534356054,2.960259437561035,183336625,0.0,0.0
2004-09-27 00:00:00-04:00,2.9535894763225756,2.9861987272445547,2.9101114998275195,2.9214751720428467,141994242,0.0,0.0
2004-09-28 00:00:00-04:00,2.9965745744281187,3.1472672605188015,2.9696476331075994,3.133927822113037,340190355,0.0,0.0
2004-09-29 00:00:00-04:00,3.1299750737431533,3.3355105721255995,3.118364284155232,3.23817777633667,613229953,0.0,0.0
2004-09-30 00:00:00-04:00,3.2090272419608694,3.2683165506677656,3.1867936625168607,3.201616048812866,276468402,0.0,0.0
2004-10-01 00:00:00-04:00,3.2312605873711733,3.3162419535630323,3.184322951905953,3.275233745574951,303934969,0.0,0.0
2004-10-04 00:00:00-04:00,3.341192803963568,3.3812122972013827,3.311053324124377,3.336498260498047,261693228,0.0,0.0
2004-10-05 00:00:00-04:00,3.326618177710326,3.422221159646625,3.2668348625392762,3.4182686805725098,300887589,0.0,0.0
2004-10-06 00:00:00-04:00,3.398011489262025,3.4202448307104993,3.359720879058998,3.3864006996154785,268900140,0.0,0.0
2004-10-07 00:00:00-04:00,3.3824486155243982,3.455571366714762,3.373307591753831,3.430126190185547,283643194,0.0,0.0
2004-10-08 00:00:00-04:00,3.4269151245805634,3.45063046796968,3.384917972344058,3.4024579524993896,222442656,0.0,0.0
2004-10-11 00:00:00-04:00,3.384423931144874,3.4303737977142013,3.3066068826541355,3.341439723968506,210437827,0.0,0.0
2004-10-12 00:00:00-04:00,3.3211820214769325,3.3994930676335953,3.295489967225654,3.39430570602417,234419380,0.0,0.0
2004-10-13 00:00:00-04:00,3.540552228654077,3.5462347738446893,3.460512527321118,3.480769157409668,397203256,0.0,0.0
2004-10-14 00:00:00-04:00,3.483486688153894,3.517330819971379,3.4229627352103993,3.5079429149627686,209835578,0.0,0.0
2004-10-15 00:00:00-04:00,3.580325945799341,3.594407449475632,3.506708250374447,3.560068368911743,265150137,0.0,0.0
